block_id,label
blk_2527962850,0
blk_8305342108,0
blk_9828170181,0
blk_6575842918,0
blk_8028509803,0
blk_0824049940,1
blk_4098690119,0
blk_1723324496,0
blk_1770952942,0
blk_1604324097,0
blk_7001185496,0
blk_5401969689,0
blk_4119823197,0
blk_6109776129,0
blk_9175626770,0
blk_0960257924,0
blk_2112825569,0
blk_7469300060,0
blk_7307602485,0
blk_1187643785,0
blk_0189017115,0
blk_3020771590,0
blk_2897542661,0
blk_7857898188,0
blk_5160553692,0
blk_2204421741,0
blk_3120622098,0
blk_4694749247,0
blk_7962847729,0
blk_4061817821,0
blk_0895118327,0
blk_3255748959,1
blk_0357132958,0
blk_6576485735,0
blk_2174741320,0
blk_5979780092,0
blk_0601375429,0
blk_4016452164,0
blk_8641079741,0
blk_5586409443,1
blk_2874265525,0
blk_9588998317,0
blk_0861286533,0
blk_9745460228,0
blk_9565829364,0
blk_4450497915,0
blk_7786411122,0
blk_0863203606,0
blk_5145687854,0
blk_1581300782,0
blk_5077452155,0
blk_6594119354,0
blk_0148963470,0
blk_2873278394,0
blk_3714676680,0
blk_3765483408,0
blk_3723513009,0
blk_6954208134,0
blk_9077139759,0
blk_9957767716,1
blk_9592902952,1
blk_5606467976,0
blk_9993037539,0
blk_1989664371,0
blk_1761787379,0
blk_4371292619,0
blk_2016009207,0
blk_6633057532,0
blk_3241408535,0
blk_5665103464,0
blk_2833373336,0
blk_2410231573,0
blk_6209975242,0
blk_8474159130,0
blk_3997051924,0
blk_6037151389,0
blk_5525397860,0
blk_5170244777,0
blk_1658843143,0
blk_9635552634,0
blk_3752371688,0
blk_9325714589,1
blk_6308220892,0
blk_5794286025,0
blk_8361230479,0
blk_6888825694,0
blk_8366750790,0
blk_2603335537,0
blk_9014495166,0
blk_2463572240,0
blk_5132941398,0
blk_2379046070,0
blk_3064632146,0
blk_2942170017,0
blk_2209895621,0
blk_5059655791,0
blk_7191794316,0
blk_9798209884,0
blk_7528594808,0
blk_4087507878,0
blk_8592411324,0
blk_9967818766,0
blk_8549323791,0
blk_1458944148,0
blk_1248420191,0
blk_8029418030,0
blk_2627808746,0
blk_0130898391,0
blk_7037149418,0
blk_3598759408,0
blk_7661821452,0
blk_9286405463,0
blk_1988848150,0
blk_2863720727,0
blk_4523660478,0
blk_0657754703,0
blk_9602764031,0
blk_8396015535,0
blk_6417238833,0
blk_9151951339,0
blk_5568317919,0
blk_4680041149,0
blk_6890691532,0
blk_9660451363,0
blk_2964932467,1
blk_2269025669,0
blk_0503104660,0
blk_3479968802,0
blk_2152906275,1
blk_2082684754,0
blk_9566932920,0
blk_8431039764,1
blk_7202554065,0
blk_8796725716,1
blk_7646589570,0
blk_8707808047,0
blk_7799781543,0
blk_3731823393,0
blk_7563818441,0
blk_6376448206,0
blk_6252464505,0
blk_0381707040,0
blk_3724715411,0
blk_4927432256,0
blk_0242106779,0
blk_2113175172,0
blk_1030049089,0
blk_5906396379,1
blk_5881601473,0
blk_3650207261,0
blk_6923749696,0
blk_4273803402,0
blk_2120691300,0
blk_5122326000,0
blk_7169969444,0
blk_2408610928,0
blk_4933994863,0
blk_9686623458,0
blk_2329527445,0
blk_0975772600,0
blk_4153954058,0
blk_1817456203,0
blk_5437474426,0
blk_5402285468,0
blk_0985059262,0
blk_6448671846,0
blk_4136425159,0
blk_8421538096,0
blk_4956857586,0
blk_9419369690,0
blk_3069337240,0
blk_8992785593,0
blk_9989211460,0
blk_5029681337,0
blk_7628256094,0
blk_6442461754,0
blk_0261151354,0
blk_5940834677,0
blk_8248357068,0
blk_1525302722,0
blk_7906882849,0
blk_8189665830,0
blk_5142256924,0
blk_5205525922,0
blk_9674772308,0
blk_7232625577,0
blk_3177889744,0
blk_1857494074,0
blk_2582751488,0
blk_3880538701,0
blk_8463734847,0
blk_2590032669,0
blk_9384154557,1
blk_9712224535,0
blk_1454908527,0
blk_5471324021,0
blk_6888075515,0
blk_6212549619,0
blk_8947296488,0
blk_2575463149,0
blk_8194845270,0
blk_9261925139,0
blk_2818672425,0
blk_4014775532,0
blk_3760904004,0
blk_8857972103,0
blk_5599742145,0
blk_2204708959,0
blk_0867344255,0
blk_9024180824,0
blk_3508173279,0
blk_4468319782,0
blk_1629692815,0
blk_6146318802,0
blk_3051881280,0
blk_4012909070,0
blk_7106569211,0
blk_3900645171,0
blk_9245949435,0
blk_3468882301,0
blk_0751886393,1
blk_6908017420,0
blk_2092298354,0
blk_7917535892,0
blk_9300098670,1
blk_1476425365,0
blk_3367063875,0
blk_0003275196,0
blk_5096686148,0
blk_1750559662,0
blk_7544590679,0
blk_1722532780,0
blk_7545352636,0
blk_4685733499,1
blk_6280568436,0
blk_3610300148,0
blk_4489095691,0
blk_6655074676,0
blk_4669684574,0
blk_7642065227,0
blk_8846654325,0
blk_5012922647,0
blk_7943838342,0
blk_4563457971,0
blk_7284589362,0
blk_0182283416,0
blk_9473027643,0
blk_8441281101,0
blk_8255687408,0
blk_7537034052,0
blk_2718819506,0
blk_0336332752,0
blk_6517440489,0
blk_6634070299,0
blk_3927755637,0
blk_9487800250,0
blk_8703343623,0
blk_8116855369,0
blk_6295565249,0
blk_4264523505,0
blk_9478614339,0
blk_4595242208,0
blk_5459056081,0
blk_9890976092,0
blk_5065861662,0
blk_9086434566,0
blk_5298567461,0
blk_7700182277,0
blk_7591798137,0
blk_6177306428,0
blk_3778767509,0
blk_2447228973,0
blk_4445432742,0
blk_6869392604,0
blk_9942412486,0
blk_6263709802,0
blk_0806445651,0
blk_5266992450,0
blk_9063073460,0
blk_5727635185,0
blk_7933585764,0
blk_7994631023,0
blk_1655258769,0
blk_4077428887,0
blk_8086585727,0
blk_1954403036,1
blk_4608473601,0
blk_4871710998,0
blk_0613329223,0
blk_7223782931,0
blk_5815467930,0
blk_0026845181,0
blk_8124449026,0
blk_7014746381,1
blk_9989826700,0
blk_6034103731,0
blk_3836149659,0
blk_1061260868,0
blk_8765663340,0
blk_2617905436,0
blk_8291054904,0
blk_0212394304,1
blk_7067343315,0
blk_6499721465,0
blk_8027295146,0
blk_4500819318,0
blk_0838755864,1
blk_7441939772,0
blk_1289202936,0
blk_2789471496,0
blk_4700106489,0
blk_7363955032,0
blk_1495664634,0
blk_2074557127,0
blk_2497708439,0
blk_5588813706,0
blk_1433140554,0
blk_8564253436,0
blk_8651531944,0
blk_0851902096,0
blk_2201679631,0
blk_8472158584,0
blk_4707679743,0
blk_6616076933,0
blk_4573582914,0
blk_7693547406,0
blk_9401668907,0
blk_1360882202,0
blk_3355129424,1
blk_3598595960,1
blk_6816346072,0
blk_8928901382,0
blk_6993796960,0
blk_4336695200,1
blk_7537820294,0
blk_6447504899,0
blk_6372983212,0
blk_1061295760,1
blk_4110279524,0
blk_7544671639,0
blk_5302922638,0
blk_3970882968,0
blk_6736410399,0
blk_2384648538,0
blk_8954607808,1
blk_3888540282,0
blk_9699459247,1
blk_5727254448,0
blk_4438440178,1
blk_5334740367,0
blk_6394776409,1
blk_4845392406,1
blk_2564635618,0
blk_5328198627,0
blk_8722927996,0
blk_4656442707,0
blk_0140326034,0
blk_9672328585,0
blk_1781456536,0
blk_1758734229,0
blk_3472945602,0
blk_2379540505,0
blk_1955824063,0
blk_5086924736,0
blk_8687297583,0
blk_3698645591,0
blk_3724762982,0
blk_9913591237,0
blk_4665274460,0
blk_4679050295,0
blk_0706508937,0
blk_2738936257,0
blk_8401278215,0
blk_2295461718,0
blk_5914817948,0
blk_0483324241,0
blk_6811628094,0
blk_9776296413,0
blk_3557818534,0
blk_7760021700,0
blk_5745237786,0
blk_3213414537,0
blk_4573065889,0
blk_3395096510,0
blk_7246498745,0
blk_8230394911,0
blk_5108193761,0
blk_5088572439,0
blk_1046172470,0
blk_0304411469,0
blk_8679494328,0
blk_4869195190,0
blk_6655637057,0
blk_7353790391,0
blk_9134387289,0
blk_6125427097,0
blk_8149954541,0
blk_2365122767,0
blk_5325478204,0
blk_9724949650,0
blk_0956831409,0
blk_5180072419,0
blk_6614588537,0
blk_3217905320,0
blk_0841630636,0
blk_2167387985,0
blk_4590247813,0
blk_1998442586,0
blk_6998481477,0
blk_6503031454,0
blk_8471780442,0
blk_8106742333,0
blk_2073647686,0
blk_3355743206,0
blk_0440038146,0
blk_5010764203,0
blk_0711635050,0
blk_5825963921,0
blk_6534633813,0
blk_8544603008,0
blk_5670142901,1
blk_0922929194,0
blk_4594798150,0
blk_9524900846,0
blk_5740671294,0
blk_5696794677,0
blk_4964360681,0
blk_5490005678,0
blk_4805216584,1
blk_5645716635,0
blk_7682948093,0
blk_6270501634,0
blk_1757587047,0
blk_2169110967,0
blk_5557095579,0
blk_3757155905,0
blk_9186588309,0
blk_0836432072,0
blk_8203116599,0
blk_4410413392,0
blk_1405851133,0
blk_1004146929,0
blk_6064986540,0
blk_4598720609,0
blk_2276814655,0
blk_5275729146,0
blk_7648379533,0
blk_2648507380,0
blk_1030626345,0
blk_0172838659,0
blk_8459234758,0
blk_1668613946,1
blk_3832356500,0
blk_8970402506,0
blk_2066570659,0
blk_8673399883,0
blk_9853437501,0
blk_9453441702,0
blk_7266753740,0
blk_7427921048,0
blk_8363536211,0
blk_5707736719,0
blk_9549207697,0
blk_8121885186,0
blk_2901797515,0
blk_7676607140,0
blk_5306507679,0
blk_7545016512,0
blk_8263700270,0
blk_2824512652,0
blk_4910260531,0
blk_4099599659,0
blk_0906422224,0
blk_1037382789,0
blk_7160602831,0
blk_9217120217,0
blk_8204119481,0
blk_1315183658,0
blk_3357561886,0
blk_9683797191,0
blk_6092800462,0
blk_7620189026,0
blk_4873596821,0
blk_9183116806,0
blk_0520120001,0
blk_6942945140,0
blk_5898688642,0
blk_7637817440,0
blk_2315662202,0
blk_7716645056,0
blk_5979246332,0
blk_2328806928,0
blk_8743637557,0
blk_4794046968,0
blk_0293388786,0
blk_4490630239,0
blk_3670508080,0
blk_9652703787,0
blk_0561237528,0
blk_0437940184,0
blk_9348588335,1
blk_1449103466,0
blk_3850165730,0
blk_2078761326,0
blk_4487674403,0
blk_0211538670,0
blk_2953514917,0
blk_7361515418,0
blk_4018513761,0
blk_0108401182,0
blk_0023112381,0
blk_4155023987,0
blk_8616878156,0
blk_6153464997,0
blk_0713496365,0
blk_8474553851,0
blk_9376649039,0
blk_6937235282,1
blk_4656685909,0
blk_0666345323,1
blk_1061701751,0
blk_7991997343,0
blk_6111720562,1
blk_8347299371,1
blk_8864107301,1
blk_5076512001,0
blk_2939985015,0
blk_6449797921,0
blk_3575965976,0
blk_2504809365,0
blk_4677583038,0
blk_8403890329,0
blk_3385390776,0
blk_6956489727,1
blk_3937277782,0
blk_8530978048,0
blk_1137999534,0
blk_4161000281,0
blk_8793492861,0
blk_1912732348,0
blk_9350268334,0
blk_3767898324,0
blk_9941723298,0
blk_9298286600,1
blk_7739171536,0
blk_0278278713,0
blk_5645552816,0
blk_9430514863,0
blk_7307466962,0
blk_9262754694,0
blk_2993698920,1
blk_7917996638,0
blk_1667230969,0
blk_5574728357,0
blk_1432770293,0
blk_6862547316,0
blk_2024049117,0
blk_9489579683,0
blk_8967662503,0
blk_6757048417,0
blk_7395365529,0
blk_1675938504,0
blk_9538753880,0
blk_8629446860,0
blk_6766353281,0
blk_9162082485,0
blk_4118864039,0
blk_8063641030,0
blk_9510483564,0
blk_0019748945,0
blk_3374627851,0
blk_9431906010,0
blk_4569756698,0
blk_7135702250,0
blk_3364434710,1
blk_2387373156,0
blk_1401211033,0
blk_5363851155,0
blk_6649345136,0
blk_5967170326,0
blk_5888685598,0
blk_4873067749,0
blk_1358013317,0
blk_8143386143,0
blk_1860725525,0
blk_7679766325,0
blk_1925523235,0
blk_0223883293,1
blk_4627564383,0
blk_0273543121,0
blk_0025075468,0
blk_5981827389,0
blk_2600822298,0
blk_0218645410,0
blk_4627924130,0
blk_0457377191,0
blk_1376524796,0
blk_3356537406,0
blk_4265816447,0
blk_2073075449,0
blk_3724656070,0
blk_8965249116,0
blk_6760937416,0
blk_3784625546,0
blk_7118340804,0
blk_3243304221,0
blk_1797925777,0
blk_3317877966,0
blk_5462464320,0
blk_5511157923,0
blk_1728258460,0
blk_9656603961,0
blk_2333122429,0
blk_3856401315,0
blk_1913516761,0
blk_7644747861,0
blk_8274162148,0
blk_1179435731,0
blk_0121290939,0
blk_2355949574,0
blk_6465230025,0
blk_6363005362,0
blk_1099825570,0
blk_7408391397,0
blk_7846294580,0
blk_9681951894,0
blk_0043259650,0
blk_3855669737,0
blk_7352918242,1
blk_2830298810,0
blk_8179461587,0
blk_2158133691,0
blk_6978822050,0
blk_4351415743,0
blk_2672241545,0
blk_9753409313,0
blk_7264250509,1
blk_9441674203,0
blk_0958326726,0
blk_8739084149,0
blk_7384078736,0
blk_8253140076,0
blk_2190075604,0
blk_6845098254,0
blk_2230585880,0
blk_9379933246,0
blk_5763135047,0
blk_2267637929,0
blk_8281566624,0
blk_4222813559,0
blk_3363055881,0
blk_6689469301,1
blk_9766652703,0
blk_0173620510,0
blk_3377318975,0
blk_9852307963,0
blk_1047951064,0
blk_9778170704,0
blk_9234153855,0
blk_7475096807,0
blk_4022518844,0
blk_8373688053,0
blk_0860318355,0
blk_8170265359,0
blk_6433712165,0
blk_3250360257,0
blk_5312558192,0
blk_6285127881,0
blk_1372560409,0
blk_4823234408,0
blk_8340955151,0
blk_1513103123,0
blk_2802546244,0
blk_2880263382,1
blk_5866953547,0
blk_6501263144,0
blk_3517965123,0
blk_6701400697,0
blk_8860598031,0
blk_2760750330,0
blk_6679175412,0
blk_4596938391,0
blk_6918066988,0
blk_9215668387,0
blk_1721492836,0
blk_5010456149,0
blk_9037581908,0
blk_6716394632,1
blk_4121330283,0
blk_7015048455,0
blk_3614170740,0
blk_8462636732,0
blk_7577531408,0
blk_8912396299,0
blk_4769345571,0
blk_5909708069,0
blk_4856732902,0
blk_2983271683,0
blk_8107470321,0
blk_3173461995,0
blk_6425211037,1
blk_4052564760,0
blk_7134478660,0
blk_9172960726,0
blk_2224310093,0
blk_5229442328,0
blk_0327866709,0
blk_3750560674,0
blk_4991759341,0
blk_4605098265,0
blk_5152204355,0
blk_0130401828,0
blk_2947860850,0
blk_4486511677,0
blk_3119237829,0
blk_6035587512,0
blk_7361699890,0
blk_3524798318,0
blk_4935235965,0
blk_5535816292,0
blk_2399986316,0
blk_5538981837,0
blk_0645156311,0
blk_0205623176,0
blk_1219316022,0
blk_7717084876,0
blk_3346880955,0
blk_6494815789,0
blk_7230676953,0
blk_8541103079,1
blk_9231395627,0
blk_8520376875,0
blk_2984601997,0
blk_0440242969,0
blk_5255693143,0
blk_9960496742,0
blk_1081705354,0
blk_1685411411,0
blk_0644634257,0
blk_8878522019,0
blk_1858306178,0
blk_6173851943,0
blk_9786902909,0
blk_6406058598,0
blk_1145322925,0
blk_7703326150,0
blk_5111857219,0
blk_3343323511,0
blk_7329870686,0
blk_2646796401,1
blk_0466202235,0
blk_6440150145,0
blk_6776412473,0
blk_3154900503,0
blk_9972492605,1
blk_3942769640,0
blk_0937695483,0
blk_8403169483,0
blk_0632653434,0
blk_7819017365,0
blk_3989137564,0
blk_3435814054,0
blk_4075991525,0
blk_4084543230,1
blk_2825851893,1
blk_9027651537,0
blk_6147504787,0
blk_9067155319,1
blk_1324194973,1
blk_7304902372,0
blk_8007913280,0
blk_7778133080,0
blk_4455557243,0
blk_0170451092,0
blk_9124910167,0
blk_9538274214,0
blk_5555735359,0
blk_7318496255,1
blk_6316995329,0
blk_2852636688,0
blk_0928986707,0
blk_3610072762,0
blk_8697117609,0
blk_3121793523,0
blk_0169183877,0
blk_9496492717,0
blk_0312505339,0
blk_2342281132,0
blk_9032206739,0
blk_6792584304,0
blk_7027235006,0
blk_1610980394,0
blk_4991586604,0
blk_2986219275,0
blk_6517294200,0
blk_4106739894,0
blk_8105590195,0
blk_2454464736,0
blk_1583325226,0
blk_8887811508,0
blk_0480339101,0
blk_4021264622,0
blk_3762970158,0
blk_7169948641,0
blk_2625547582,0
blk_7558806961,0
blk_2817167800,0
blk_8476697517,0
blk_8641293184,0
blk_1476309278,0
blk_4544863202,0
blk_9683577794,0
blk_4263718146,0
blk_8180187197,0
blk_5342364660,0
blk_9850487552,0
blk_3137601931,0
blk_6382582542,0
blk_1021834066,0
blk_4861617140,0
blk_1214638416,0
blk_7234855389,0
blk_1779632330,0
blk_9959677820,0
blk_8764557052,0
blk_6994611808,0
blk_9461502578,0
blk_0842190268,0
blk_0739129579,0
blk_1983140716,0
blk_6184825929,0
blk_7154151202,1
blk_0748310729,0
blk_4661865964,0
blk_9287509560,0
blk_4526095923,0
blk_1220887175,0
blk_2242119395,0
blk_1160744695,0
blk_2121888401,0
blk_4109114002,0
blk_3613474069,0
blk_5621874965,0
blk_8956299075,0
blk_2122552926,0
blk_9508247373,0
blk_2383338697,0
blk_1371555255,0
blk_8895829305,0
blk_0599221851,0
blk_8007446916,0
blk_0684392813,1
blk_3274151067,0
blk_7066252356,0
blk_7732358223,0
blk_8876564415,0
blk_5760718495,0
blk_6710995888,0
blk_3865184754,0
blk_6239992989,0
blk_9902149413,0
blk_5096030467,0
blk_0633608745,0
blk_7188465884,0
blk_4618150130,0
blk_6332544187,1
blk_9180567854,0
blk_6952627312,0
blk_4207713736,0
blk_6824774287,0
blk_2930936859,0
blk_4110620408,0
blk_1121664072,0
blk_6773122508,0
blk_9982668239,0
blk_9341355345,0
blk_6071552860,0
blk_2635316187,0
blk_6709498653,0
blk_8904464255,0
blk_2688173325,0
blk_5312764644,0
blk_9139471943,0
blk_9215735180,0
blk_9165750566,0
blk_5297197963,0
blk_5869113206,0
blk_8364716806,0
blk_9489049023,0
blk_2132655493,0
blk_8265345076,0
blk_9108449299,0
blk_6522768679,0
blk_5010643274,0
blk_6032036627,0
blk_0557840969,0
blk_7774848995,1
blk_7096761190,0
blk_9489890412,0
blk_9251623393,0
blk_0978963168,0
blk_6287106194,0
blk_2576170584,0
blk_5714087680,0
blk_3041809304,0
blk_6371588138,0
blk_6627013336,0
blk_0226330654,0
blk_7782761940,0
blk_5030326187,0
blk_3413100943,0
blk_5264236219,0
blk_4427442253,0
blk_6505691018,0
blk_8920615318,0
blk_4850203975,0
blk_0810431452,0
blk_5760884536,0
blk_3190441587,0
blk_3503749501,0
blk_3885652776,0
blk_4916553192,1
blk_7338883458,1
blk_5611763904,0
blk_6384253178,0
blk_5866162130,0
blk_9487681866,0
blk_7068293098,0
blk_9983239958,0
blk_2009645065,1
blk_3572225603,0
blk_1684548895,0
blk_5154916620,1
blk_5018462572,0
blk_1986317255,0
blk_4486489710,0
blk_7095537616,0
blk_6484113280,0
blk_5611802372,0
blk_5929054235,0
blk_0582671834,0
blk_7904632905,0
blk_9541954292,0
blk_8185969669,0
blk_6895261461,0
blk_1960812531,0
blk_3269854164,0
blk_0431167727,0
blk_0453391783,0
blk_8580256657,0
blk_2286978537,0
blk_6335438599,0
blk_4503283973,0
blk_0725183167,0
blk_1112920201,0
blk_3529259860,0
blk_0752431518,0
blk_5504675961,1
blk_5559603892,0
blk_6860448562,0
blk_9538297820,0
blk_0185440223,0
blk_1067174325,0
blk_5070779834,0
blk_7565030488,0
blk_3802735541,0
blk_0276695345,0
blk_6998180019,0
blk_5794374689,0
blk_4521154858,0
blk_8666549456,0
blk_4075973674,0
blk_6782214669,0
blk_2779949400,0
blk_9225220030,0
blk_7864625527,0
blk_8015529502,0
blk_7769792206,0
blk_2103260322,0
blk_9086804276,0
blk_4216115053,0
blk_0428874667,0
blk_7500271133,0
blk_9157589211,0
blk_2521032191,0
blk_4165156198,0
blk_5100416185,0
blk_4012229739,0
blk_1351295621,0
blk_8045062136,0
blk_4999111508,0
blk_9030982756,0
blk_6898037146,0
blk_8871267456,0
blk_3394299545,0
blk_0178035495,0
blk_7835172935,0
blk_9209502951,0
blk_1280962745,0
blk_1786843642,0
blk_5260705125,0
blk_3443110066,0
blk_2997736986,1
blk_9880642389,0
blk_9993358321,0
blk_7459194619,0
blk_4985261646,0
blk_2765932813,0
blk_5365577910,0
blk_6221881643,0
blk_0600936771,0
blk_5916874271,0
blk_8418259220,0
blk_4831748169,0
blk_7779891897,0
blk_3561424677,0
blk_7825019586,1
blk_6777357218,0
blk_7822466845,1
blk_2032924795,0
blk_0097830719,0
blk_9555138787,0
blk_3109104303,0
blk_7922700786,0
blk_1934681416,0
blk_5431840526,0
blk_8150648512,1
blk_4969779149,0
blk_7979280083,0
blk_1157426821,0
blk_4353209381,0
blk_9929029487,0
blk_8044325322,0
blk_4998343533,0
blk_5249256988,0
blk_9861849004,0
blk_7233665040,0
blk_0758587681,0
blk_3824069694,0
blk_8278199988,0
blk_7772667546,0
blk_3977036264,0
blk_7171318915,0
blk_5764922739,0
blk_1998523780,0
blk_5953641323,0
blk_2836037860,0
blk_1539155428,0
blk_5492306353,0
blk_2937074212,0
blk_7344591070,0
blk_7393972879,0
blk_0222881248,0
blk_9495267495,0
blk_6060449715,0
blk_7937864998,0
blk_0235875917,0
blk_1138799415,0
blk_0528295521,0
blk_9520744298,0
blk_1301894574,0
blk_6757087355,0
blk_8588385250,0
blk_6815596249,0
blk_5407805337,0
blk_0412741967,0
blk_8288393063,0
blk_8794409596,0
blk_1123795167,0
blk_7252244126,0
blk_4425535846,0
blk_4313632518,0
blk_9618343108,0
blk_4222670195,0
blk_9319536968,0
blk_2923300257,0
blk_5110978844,0
blk_5994644915,0
blk_2112063108,0
blk_2400536988,0
blk_0332216417,0
blk_8540863251,0
blk_9960751425,0
blk_7944915523,0
blk_6289546453,0
blk_8454170434,0
blk_3027438579,0
blk_7256734253,0
blk_0586627154,0
blk_2727034434,0
blk_7114032014,0
blk_9241967630,0
blk_0507753276,0
blk_4471006055,0
blk_2850924238,0
blk_3249730891,0
blk_0848115962,0
blk_1065992718,0
blk_7316253796,0
blk_3981803676,0
blk_0420741752,0
blk_0798629508,0
blk_8584748464,0
blk_3359195557,0
blk_3938909966,0
blk_6147843585,0
blk_8954579590,0
blk_9998455589,1
blk_1353655264,0
blk_5213654251,0
blk_0383281360,0
blk_2934237371,0
blk_6306940731,0
blk_6548550924,0
blk_0682162245,1
blk_7342751717,0
blk_8317433673,0
blk_0249584386,0
blk_6854332634,0
blk_9925794596,0
blk_0836092548,0
blk_8196526750,0
blk_3895125031,0
blk_7729119624,0
blk_1711060698,0
blk_1969747229,0
blk_2346537139,0
blk_7344041678,0
blk_0570387980,0
blk_4337872614,0
blk_5513164739,0
blk_8908408097,0
blk_4936516706,0
blk_7495830797,0
blk_9739815411,0
blk_1015377625,0
blk_3980120255,0
blk_2582646511,1
blk_1947263230,1
blk_9440665867,0
blk_4204531856,0
blk_4520891518,0
blk_3333430170,0
blk_5716943205,0
blk_2651624206,0
blk_4767762778,0
blk_8788583904,0
blk_5315717058,0
blk_6643006039,1
blk_3897627034,0
blk_7009443898,0
blk_6542020398,0
blk_9553976979,0
blk_2032427558,0
blk_8818266832,0
blk_1835660793,0
blk_8906175052,0
blk_0617062215,0
blk_7232189085,0
blk_3086393193,0
blk_1598904724,0
blk_8191864748,0
blk_4317983383,0
blk_9118318515,0
blk_0382146421,0
blk_3751509572,0
blk_9720978424,0
blk_2780485111,0
blk_9493302436,0
blk_5781770842,0
blk_0123511284,0
blk_3217094747,0
blk_3456912828,0
blk_1533144957,0
blk_8931684820,1
blk_4445778992,0
blk_4422152502,0
blk_9314642249,0
blk_7383085437,0
blk_9664803053,0
blk_5701176775,0
