block_id,label,anomaly_score,predicted_anomaly
blk_8027295146,0,-0.16344703435349667,0
blk_8028509803,0,-0.09198870163485573,0
blk_8029418030,0,-0.008887224657266546,0
blk_8038935425,0,-0.029135910239112994,0
blk_8044325322,0,-0.08587927400115164,0
blk_8045062136,0,-0.1877219129798554,0
blk_8061962755,0,-0.11560429688366447,0
blk_8063641030,0,-0.060395278748607506,0
blk_8066531048,0,-0.17964127958619586,0
blk_8086585727,0,-0.17964127958619586,0
blk_8098468978,0,-0.042461308089185856,0
blk_8098512625,0,-0.17964127958619586,0
blk_8104163412,0,-0.1877219129798554,0
blk_8105590195,0,-0.025742874374865887,0
blk_8106742333,0,-0.1877219129798554,0
blk_8107470321,0,-0.1877219129798554,0
blk_8110313676,0,-0.07485505359758227,0
blk_8116855369,0,-0.028380412940451794,0
blk_8118074452,0,-0.10979099615371557,0
blk_8121885186,0,-0.11094102134199241,0
blk_8123068924,1,0.15832085544607521,1
blk_8124449026,0,-0.1877219129798554,0
blk_8143386143,0,-0.09198870163485573,0
blk_8145569837,0,-0.16344703435349667,0
blk_8149954541,0,-0.029135910239112994,0
blk_8150648512,1,0.13242500006968239,1
blk_8170265359,0,-0.015180257000465547,0
blk_8172635375,0,-0.02766879319350468,0
blk_8173536416,0,-0.11576381575225503,0
blk_8179461587,0,-0.11576381575225503,0
blk_8180187197,0,-0.1877219129798554,0
blk_8185969669,0,-0.02803776118082002,0
blk_8189665830,0,-0.024026329828113924,0
blk_8191864748,0,-0.03692217186916613,0
blk_8194845270,0,-0.17964127958619586,0
blk_8196526750,0,-0.054777447141252766,0
blk_8203116599,0,-0.16344703435349667,0
blk_8204119481,0,-0.00893912624223514,0
blk_8221393631,0,-0.11139957628016117,0
blk_8230394911,0,-0.10838558396207243,0
blk_8244405456,0,-0.060395278748607506,0
blk_8248357068,0,-0.04867204025335442,0
blk_8251412697,0,-0.10311503836278285,0
blk_8253140076,0,-0.10979099615371557,0
blk_8255687408,0,-0.030645442418917646,0
blk_8256964748,0,-0.18709552355789605,0
blk_8259447553,0,-0.18709552355789605,0
blk_8263700270,0,-0.030645442418917646,0
blk_8265345076,0,-0.02340894014571404,0
blk_8274162148,0,-0.030645442418917646,0
blk_8278199988,0,-0.013137495498615648,0
blk_8280295505,0,-0.16344703435349667,0
blk_8281566624,0,-0.16344703435349667,0
blk_8283058976,0,-0.02766879319350468,0
blk_8288393063,0,-0.09389847227386178,0
blk_8289847469,0,-0.009298567475550468,0
blk_8291054904,0,-0.11560429688366447,0
blk_8291417114,0,-0.18709552355789605,0
blk_8299028944,0,-0.029663924189049173,0
blk_8305342108,0,-0.1877219129798554,0
blk_8310544886,0,-0.17964127958619586,0
blk_8317433673,0,-0.10979099615371557,0
blk_8322398336,1,0.08979872000142008,1
blk_8328359220,0,-0.02340894014571404,0
blk_8336107463,0,-0.05523623987956172,0
blk_8340200445,0,-0.025742874374865887,0
blk_8340955151,0,-0.17964127958619586,0
blk_8347299371,1,0.0818498484337038,1
blk_8353724119,0,-0.12704142079644787,0
blk_8356103861,0,-0.042461308089185856,0
blk_8359802471,0,-0.00893912624223514,0
blk_8361230479,0,-0.18709552355789605,0
blk_8363536211,0,-0.07130494871926107,0
blk_8364716806,0,-0.060395278748607506,0
blk_8366750790,0,-0.16344703435349667,0
blk_8373688053,0,-0.18709552355789605,0
blk_8379678023,0,-0.18709552355789605,0
blk_8383211942,0,-0.16344703435349667,0
blk_8396015535,0,-0.17964127958619586,0
blk_8400652920,0,-0.18709552355789605,0
blk_8401278215,0,-0.00763237158551644,0
blk_8403169483,0,-0.0,0
blk_8403890329,0,-0.07861623675432744,0
blk_8418259220,0,-0.12704142079644787,0
blk_8421538096,0,-0.04867204025335442,0
blk_8425487634,0,-0.03118630033430847,0
blk_8431039764,1,0.11541184901409063,1
blk_8433575407,0,-0.17964127958619586,0
blk_8435501504,0,-0.10307349094218177,0
blk_8440389784,0,-0.042461308089185856,0
blk_8441281101,0,-0.00893912624223514,0
blk_8454170434,0,-0.10979099615371557,0
blk_8458843669,0,-0.03692217186916613,0
blk_8459234758,0,-0.16344703435349667,0
blk_8461087038,0,-0.10311503836278285,0
blk_8462636732,0,-0.039418441026034035,0
blk_8463734847,0,-0.11560429688366447,0
blk_8470816326,0,-0.18709552355789605,0
blk_8471780442,0,-0.1877219129798554,0
blk_8472158584,0,-0.18709552355789605,0
blk_8473468083,0,-0.03118630033430847,0
blk_8474159130,0,-0.16344703435349667,0
blk_8474553851,0,-0.18709552355789605,0
blk_8476697517,0,-0.024026329828113924,0
blk_8506087911,0,-0.16344703435349667,0
blk_8507607355,0,-0.1877219129798554,0
blk_8513518801,0,-0.0378928691629693,0
blk_8514995752,0,-0.1877219129798554,0
blk_8515416104,0,-0.17964127958619586,0
blk_8520376875,0,-0.18709552355789605,0
blk_8524202272,0,-0.028380412940451794,0
blk_8530978048,0,-0.030645442418917646,0
blk_8540863251,0,-0.11576381575225503,0
blk_8541103079,1,0.1455225807056687,1
blk_8544603008,0,-0.11576381575225503,0
blk_8549323791,0,-0.14582818059103797,0
blk_8564253436,0,-0.10838558396207243,0
blk_8570209114,0,-0.11576381575225503,0
blk_8580256657,0,-0.18709552355789605,0
blk_8584748464,0,-0.1877219129798554,0
blk_8588385250,0,-0.024026329828113924,0
blk_8592411324,0,-0.07798203711541168,0
blk_8616878156,0,-0.1877219129798554,0
blk_8619805399,0,-0.002819812091065077,0
blk_8624907162,0,-0.10979099615371557,0
blk_8629446860,0,-0.18709552355789605,0
blk_8633574392,0,-0.10838558396207243,0
blk_8635479689,0,-0.07861623675432744,0
blk_8641079741,0,-0.0043126111532024725,0
blk_8641293184,0,-0.02628189680421944,0
blk_8644987537,0,-0.11215088678453833,0
blk_8645292600,0,-0.03589685280282162,0
blk_8651531944,0,-0.18709552355789605,0
blk_8656877484,0,-0.05256129677770133,0
blk_8662061232,1,0.027044848693887902,1
blk_8666549456,0,-0.18709552355789605,0
blk_8670842969,0,-0.1877219129798554,0
blk_8673399883,0,-0.07130494871926107,0
blk_8679494328,0,-0.029135910239112994,0
blk_8687297583,0,-0.18709552355789605,0
blk_8689933510,0,-0.04867204025335442,0
blk_8697117609,0,-0.03589685280282162,0
blk_8700453374,0,-0.10838558396207243,0
blk_8703343623,0,-0.09198870163485573,0
blk_8706741358,0,-0.16344703435349667,0
blk_8707808047,0,-0.18709552355789605,0
blk_8710200627,0,-0.18709552355789605,0
blk_8719216965,0,-0.11215088678453833,0
blk_8722927996,0,-0.023716236424701886,0
blk_8730349610,1,0.03570526971402477,1
blk_8736754465,0,-0.12704142079644787,0
blk_8739084149,0,-0.18709552355789605,0
blk_8743637557,0,-0.11139957628016117,0
blk_8746109437,1,0.09051240998278942,1
blk_8747475845,0,-0.042461308089185856,0
blk_8753760078,0,-0.16344703435349667,0
blk_8763509773,0,-0.1877219129798554,0
blk_8764557052,0,-0.09518596747839203,0
blk_8765663340,0,-0.029135910239112994,0
blk_8787766462,0,-0.09198870163485573,0
blk_8788583904,0,-0.1877219129798554,0
blk_8793492861,0,-0.02628189680421944,0
blk_8794409596,0,-0.006589134632528415,0
blk_8796725716,1,0.0032455932980344215,1
blk_8797513996,0,-0.023716236424701886,0
blk_8800753453,0,-0.18709552355789605,0
blk_8818266832,0,-0.18709552355789605,0
blk_8824978115,0,-0.16344703435349667,0
blk_8836031420,0,-0.1877219129798554,0
blk_8842801115,0,-0.060395278748607506,0
blk_8846654325,0,-0.08910684935845242,0
blk_8857972103,0,-0.02628189680421944,0
blk_8858321376,0,-0.11576381575225503,0
blk_8860598031,0,-0.17964127958619586,0
blk_8864107301,1,0.14169905776035674,1
blk_8871267456,0,-0.16344703435349667,0
blk_8876564415,0,-0.18709552355789605,0
blk_8877647535,0,-0.013074424389531214,0
blk_8878472594,0,-0.0,0
blk_8878522019,0,-0.1877219129798554,0
blk_8884335828,0,-0.10838558396207243,0
blk_8887811508,0,-0.1877219129798554,0
blk_8892707645,0,-0.10838558396207243,0
blk_8895829305,0,-0.09099141962205148,0
blk_8904464255,0,-0.17964127958619586,0
blk_8905952282,0,-0.10311503836278285,0
blk_8906175052,0,-0.025742874374865887,0
blk_8908408097,0,-0.029135910239112994,0
blk_8912396299,0,-0.18709552355789605,0
blk_8918505218,0,-0.07798203711541168,0
blk_8920615318,0,-0.009541542610942422,0
blk_8928901382,0,-0.18709552355789605,0
blk_8931684820,1,0.10359964669607935,1
blk_8947296488,0,-0.03589685280282162,0
blk_8954579590,0,-0.11215088678453833,0
blk_8954607808,1,0.1377456316711546,1
blk_8956299075,0,-0.009298567475550468,0
blk_8958892388,0,-0.11576381575225503,0
blk_8965249116,0,0.01025907437811191,1
blk_8967662503,0,-0.09389847227386178,0
blk_8970402506,0,-0.10838558396207243,0
blk_8972338624,0,-0.11576381575225503,0
blk_8992785593,0,-0.10979099615371557,0
blk_8996946840,0,-0.11094102134199241,0
blk_9012699490,0,-0.1093236996088921,0
blk_9014495166,0,-0.11215088678453833,0
blk_9024180824,0,-0.09198870163485573,0
blk_9027651537,0,-0.07861623675432744,0
blk_9030982756,0,-0.11139957628016117,0
blk_9032206739,0,-0.12704142079644787,0
blk_9037581908,0,-0.1093236996088921,0
blk_9048379370,0,-0.03736558716581162,0
blk_9063073460,0,-0.18709552355789605,0
blk_9067155319,1,0.05933992759464801,1
blk_9073303711,0,-0.16344703435349667,0
blk_9073312758,0,-0.09014268490013438,0
blk_9077139759,0,-0.16344703435349667,0
blk_9086434566,0,-0.10838558396207243,0
blk_9086804276,0,-0.12704142079644787,0
blk_9107278486,0,-0.10311503836278285,0
blk_9108449299,0,-0.1877219129798554,0
blk_9118318515,0,-0.1877219129798554,0
blk_9122550659,0,-0.1877219129798554,0
blk_9124910167,0,-0.12704142079644787,0
blk_9133567893,1,0.08682056633067348,1
blk_9134387289,0,-0.09198870163485573,0
blk_9136860967,0,-0.11139957628016117,0
blk_9139471943,0,-0.013137495498615648,0
blk_9142552300,0,-0.16344703435349667,0
blk_9145706757,0,-0.025742874374865887,0
blk_9150423644,0,-0.1877219129798554,0
blk_9151951339,0,-0.18709552355789605,0
blk_9157589211,0,-0.18709552355789605,0
blk_9162082485,0,-0.04529806693309185,0
blk_9164887264,1,0.016940392169170204,1
blk_9165750566,0,-0.018781366204462357,0
blk_9172960726,0,-0.07861623675432744,0
blk_9175626770,0,-0.16344703435349667,0
blk_9180374445,0,-0.013269449915117693,0
blk_9180567854,0,-0.012039391185761361,0
blk_9183116806,0,-0.11560429688366447,0
blk_9185480786,0,-0.1877219129798554,0
blk_9186588309,0,-0.1093236996088921,0
blk_9191102364,0,-0.10838558396207243,0
blk_9200934936,0,-0.029135910239112994,0
blk_9202570492,0,-0.1877219129798554,0
blk_9209502951,0,-0.1093236996088921,0
blk_9215668387,0,-0.028978168127879234,0
blk_9215735180,0,-0.16344703435349667,0
blk_9216681093,0,0.019570090611546687,1
blk_9217120217,0,-0.030645442418917646,0
blk_9218746423,1,0.04941715277621761,1
blk_9221325533,0,-0.1877219129798554,0
blk_9225220030,0,-0.11139957628016117,0
blk_9227728595,0,-0.18709552355789605,0
blk_9231395627,0,-0.1877219129798554,0
blk_9234153855,0,-0.11560429688366447,0
blk_9241967630,0,-0.10311503836278285,0
blk_9245949435,0,-0.11094102134199241,0
blk_9251623393,0,-0.11094102134199241,0
blk_9261925139,0,-0.028674409788009392,0
blk_9262754694,0,-0.17964127958619586,0
blk_9278275563,0,-0.00893912624223514,0
blk_9281274041,0,-0.039418441026034035,0
blk_9286405463,0,-0.07861623675432744,0
blk_9287509560,0,-0.05523623987956172,0
blk_9289118808,1,0.06983240469241903,1
blk_9298286600,1,0.07899511141655347,1
blk_9299841902,0,-0.1877219129798554,0
blk_9300098670,1,0.0215646249846978,1
blk_9314642249,0,-0.18709552355789605,0
blk_9316972545,0,-0.08173528954059378,0
blk_9319536968,0,-0.08587927400115164,0
blk_9321578410,0,-0.09099141962205148,0
blk_9325714589,1,0.029567952890143245,1
blk_9341355345,0,-0.17964127958619586,0
blk_9348588335,1,0.0215646249846978,1
blk_9350268334,0,-0.16344703435349667,0
blk_9352681988,0,-0.1877219129798554,0
blk_9360877108,0,-0.10979099615371557,0
blk_9364690590,0,-0.09518596747839203,0
blk_9376649039,0,-0.12704142079644787,0
blk_9379933246,0,-0.07798203711541168,0
blk_9384154557,1,0.15345541953633424,1
blk_9395906231,0,-0.030645442418917646,0
blk_9401668907,0,-0.08173528954059378,0
blk_9411717842,0,-0.18709552355789605,0
blk_9419369690,0,-0.16344703435349667,0
blk_9430514863,0,-0.10311503836278285,0
blk_9431906010,0,-0.11215088678453833,0
blk_9440665867,0,-0.18709552355789605,0
blk_9441674203,0,-0.08893975833849732,0
blk_9447155480,0,-0.032417746598281116,0
blk_9452729900,0,-0.1877219129798554,0
blk_9453441702,0,-0.1877219129798554,0
blk_9461502578,0,-0.18709552355789605,0
blk_9473027643,0,-0.16344703435349667,0
blk_9478614339,0,-0.00763237158551644,0
blk_9479068486,0,-0.09389847227386178,0
blk_9487681866,0,-0.18709552355789605,0
blk_9487800250,0,-0.18709552355789605,0
blk_9489049023,0,-0.17964127958619586,0
blk_9489579683,0,-0.02340914641950731,0
blk_9489890412,0,-0.032417746598281116,0
blk_9491210062,0,-0.1877219129798554,0
blk_9493302436,0,-0.00763237158551644,0
blk_9495267495,0,-0.1877219129798554,0
blk_9496492717,0,-0.09099141962205148,0
blk_9508247373,0,-0.11094102134199241,0
blk_9510483564,0,-0.09389847227386178,0
blk_9517881759,0,-0.05256129677770133,0
blk_9519945845,0,-0.025742874374865887,0
blk_9520744298,0,-0.1877219129798554,0
blk_9524900846,0,-0.17964127958619586,0
blk_9536965907,0,-0.11560429688366447,0
blk_9538274214,0,-0.11560429688366447,0
blk_9538297820,0,-0.08173528954059378,0
blk_9538753880,0,-0.013137495498615648,0
blk_9541954292,0,-0.1877219129798554,0
blk_9549207697,0,-0.1093236996088921,0
blk_9553976979,0,-0.1877219129798554,0
blk_9555138787,0,-0.028674409788009392,0
blk_9556829464,0,-0.02803776118082002,0
blk_9565829364,0,-0.18709552355789605,0
blk_9566932920,0,-0.17964127958619586,0
blk_9570331507,0,-0.02766879319350468,0
blk_9571550455,0,-0.17964127958619586,0
blk_9588998317,0,-0.10307349094218177,0
blk_9592902952,1,0.03015936166296429,1
blk_9602764031,0,-0.16344703435349667,0
blk_9615665563,0,-0.10838558396207243,0
blk_9618343108,0,-0.07130494871926107,0
blk_9635552634,0,-0.17964127958619586,0
blk_9647807749,0,-0.019856401269772173,0
blk_9652703787,0,-0.16344703435349667,0
blk_9656603961,0,-0.16344703435349667,0
blk_9660451363,0,-0.11139957628016117,0
blk_9664803053,0,-0.11139957628016117,0
blk_9668361550,1,0.053601622536918914,1
blk_9672328585,0,-0.0026663746632205054,0
blk_9674497232,0,-0.17964127958619586,0
blk_9674772308,0,-0.1877219129798554,0
blk_9681698062,0,-0.14582818059103797,0
blk_9681951894,0,-0.12704142079644787,0
blk_9683577794,0,-0.03557835878004567,0
blk_9683797191,0,-0.07485505359758227,0
blk_9686623458,0,0.009810259733509907,1
blk_9692486083,0,-0.09099141962205148,0
blk_9695427697,0,-0.1877219129798554,0
blk_9697598167,0,-0.16344703435349667,0
blk_9699459247,1,0.0964495458759681,1
blk_9712224535,0,-0.03736558716581162,0
blk_9713359206,0,-0.032417746598281116,0
blk_9720978424,0,-0.030645442418917646,0
blk_9723576863,0,-0.03118630033430847,0
blk_9724949650,0,-0.18709552355789605,0
blk_9731926476,0,-0.024026329828113924,0
blk_9739815411,0,-0.02803776118082002,0
blk_9745460228,0,-0.18709552355789605,0
blk_9745784492,0,-0.014514546753563118,0
blk_9751945969,0,-0.1877219129798554,0
blk_9753409313,0,-0.18709552355789605,0
blk_9766652703,0,-0.18709552355789605,0
blk_9770110976,0,-0.10979099615371557,0
blk_9775719056,0,-0.1877219129798554,0
blk_9776296413,0,-0.16344703435349667,0
blk_9778170704,0,-0.09198870163485573,0
blk_9779230489,0,-0.18709552355789605,0
blk_9781837562,0,-0.18709552355789605,0
blk_9786902909,0,-0.10311503836278285,0
blk_9798209884,0,-0.1877219129798554,0
blk_9802921955,0,-0.11094102134199241,0
blk_9806808156,0,-0.009541542610942422,0
blk_9810864950,0,-0.039418441026034035,0
blk_9817367620,0,-0.08587927400115164,0
blk_9818957270,0,-0.015180257000465547,0
blk_9822734242,0,-0.1877219129798554,0
blk_9827716826,0,-0.00893912624223514,0
blk_9828170181,0,-0.03118630033430847,0
blk_9850487552,0,-0.11560429688366447,0
blk_9852307963,0,-0.014514546753563118,0
blk_9853437501,0,-0.11094102134199241,0
blk_9861849004,0,-0.060395278748607506,0
blk_9880642389,0,-0.05523623987956172,0
blk_9886074828,1,0.07322065465889516,1
blk_9890976092,0,-0.028978168127879234,0
blk_9895894528,0,-0.16344703435349667,0
blk_9902149413,0,-0.1877219129798554,0
blk_9905912045,1,-0.17964127958619586,0
blk_9913591237,0,-0.07130494871926107,0
blk_9925794596,0,-0.18709552355789605,0
blk_9929029487,0,-0.006589134632528415,0
blk_9930870234,0,-0.03589685280282162,0
blk_9938736041,0,-0.18709552355789605,0
blk_9941723298,0,-0.023716236424701886,0
blk_9942412486,0,-0.09099141962205148,0
blk_9946101568,0,-0.1093236996088921,0
blk_9948219357,0,-0.026288785520208746,0
blk_9957767716,1,0.11058675398889795,1
blk_9959677820,0,-0.060395278748607506,0
blk_9960496742,0,-0.12704142079644787,0
blk_9960751425,0,-0.17964127958619586,0
blk_9967818766,0,-0.032417746598281116,0
blk_9968162033,0,-0.09198870163485573,0
blk_9968912222,0,-0.1877219129798554,0
blk_9970242778,0,-0.11576381575225503,0
blk_9971851704,0,-0.14582818059103797,0
blk_9972492605,1,0.1403299407159393,1
blk_9975380004,1,0.15219489485268212,1
blk_9975709247,0,-0.16344703435349667,0
blk_9977099560,1,0.058045120917528226,1
blk_9982668239,0,-0.1093236996088921,0
blk_9983239958,0,-0.04529806693309185,0
blk_9989211460,0,-0.060395278748607506,0
blk_9989826700,0,-0.029663924189049173,0
blk_9993037539,0,-0.18709552355789605,0
blk_9993358321,0,-0.16344703435349667,0
blk_9998455589,1,0.059475309299227286,1
